"album"|"alt_genre"
"The Horrific Case of Bloody Hammers - EP"|"Hard Rock"
"Bloody Hammers"|"Hard Rock"
"Under Satan's Sun"|"Hard Rock"
"Lovely Sort of Death"|"Hard Rock"
"Summon"|"Drone"
"Amerijuanican"|"Doom"
"Apogee"|"Doom"
"Gateway"|"Doom"
"Stash/Methods for Attaining Extreme Altitudes"|"Doom"
"Fall from Grace (Bonus Version)"|"Thrash Metal"
"Purgatory"|"Thrash Metal"
"World of Silence"|"Thrash Metal"
"The Offering"|"Thrash Metal"
"Apocalyptic Feasting"|"Technical Death Metal"
"Quantum Catastrophe"|"Technical Death Metal"
"Warbound"|"Deathcore"
"Stripped, Stabbed, And Crucified - EP"|"Deathcore"
"Forever in Flames"|"Deathcore"
"Broken Flesh"|"Deathcore"
"Evolution Through Revolution"|"Death Metal"
"Extreme Conditions Demand Extreme Responses"|"Death Metal"
"Need to Control (Redux)"|"Death Metal"
"Sounds of the Animal Kingdom / Kill Trend Suicide"|"Death Metal"
"Sounds of the Animal Kingdom / Kill Trend Suicide"|"Death Metal"
"Perpetual Conversion"|"Death Metal"
"End Time (Deluxe Version)"|"Death Metal"
"Angel Maker"|"Technical Metalcore"
"Burn the Priest"|"Death Metal"
"Mind Control"|"Technical Death Metal"
"Offspring of Time"|"Technical Death Metal"
"The Architecture of Struggle - EP"|"Deathcore"
"Serene Catharsis"|"Post-Metal"
"CANOPY - WILL AND PERCEPTION"|"Post-Metal"
"CANOPY - WILL AND PERCEPTION"|"Post-Metal"
"The Cleansing"|"Thrash Metal"
"Monumetal"|"Thrash"
"Karma.Bloody.Karma"|"Grindcore"
"Human Jerky"|"Grindcore"
"Homovore"|"Grindcore"
"To Serve Man"|"Grindcore"
"The Harvest Floor"|"Grindcore"
"The Anthropocene Extinction"|"Grindcore"
"Death Atlas"|"Grindcore"
"Monolith of Inhumanity"|"Grindcore"
"Humanure"|"Grindcore"
"Inflikted (Bonus Tracks Version)"|"Thrash"
"Psychosis"|"Thrash"
"Blunt Force Trauma"|"Thrash"
"Pandemonium (Deluxe Edition)"|"Thrash"
"Xenosapien"|"Death Metal"
"Anomalies"|"Death Metal"
"Exploiting Dysfunction"|"Death Metal"
"Lucid Interval"|"Death Metal"
"Conforming to Abnormality"|"Death Metal"
"Misled By Certainty (Deluxe Version)"|"Death Metal"
"Creatures Watching over the Dead"|"Thrash Metal"
"Cold Winds On Timeless Days"|"Thrash Metal"
"Mystery of Illusion"|"Power Metal"
"Sick Society"|"Power Metal"
"For Those Who Dare (Out of Print,Digital Only,Re-mastered)"|"Power Metal"
"We Bleed Metal"|"Power Metal"
"In Dementia"|"Power Metal"
"Ruler of the Wasteland"|"Power Metal"
"In an Outrage"|"Power Metal"
"The Voice of the Cult (Remastered Original Mix)"|"Power Metal"
"Surrender to No One"|"Power Metal"
"Burning in the Fields of Glass"|"Grindcore"
"The Information War EP"|"Grindcore"
"Chimaira"|"Metalcore"
"Pass Out of Existence"|"Metalcore"
"Crown of Phantoms"|"Metalcore"
"The Age of Hell (Deluxe Edition)"|"Metalcore"
"The Impossibility of Reason"|"Metalcore"
"This Present Darkness"|"Metalcore"
"The Infection"|"Metalcore"
"Resurrection"|"Metalcore"
"Master of Brutality (John Wayne Gacy)"|"Death Metal"
"And Then There Were None"|"Death Metal"
"Gods of Death"|"Doom Metal"
"Hell's Rebirth"|"Doom Metal"
"The Dying Truth (1996)"|"Doom Metal"
"Death, Doom and Destruction"|"Doom Metal"
"Psalm of the Grand Destroyer"|"Grindcore"
"Zero Comfort Margin"|"Grindcore"
"One Foot In Hell"|"Doom Metal"
"King of the Dead"|"Doom Metal"
"Paradise Lost"|"Doom Metal"
"Frost and Fire"|"Doom Metal"
"Songs of Ill Hope and Desperation"|"Grindcore"
"To Venomous Depths"|"Rock"
"IV.I.VIII"|"Doom Metal"
"When All Became None"|"Doom Metal"
"I Am the End - EP"|"Melodic Death Metal"
"Revenants"|"Deathcore"
"When Legends Become Dust"|"Deathcore"
"Metazoa"|"Black Metal"
"Diaspora"|"Black Metal"
"Earth Diver"|"Black Metal"
"Dwellings"|"Black Metal"
"Animosity"|"Sludge"
"America's Volume Dealer"|"Sludge"
"IX"|"Sludge"
"Blind"|"Sludge"
"Deliverance"|"Sludge"
"Technocracy"|"Sludge"
"Eye for an Eye (Deluxe Edition)"|"Sludge"
"In the Arms of God"|"Sludge"
"Wiseblood"|"Sludge"
"Ritual Abuse (Deluxe Version)"|"Sludge"
"Sigillum Luciferi"|"Sludge"
"For All Our Sins"|"Thrash Metal"
"The Last of My Kind"|"Power Metal"
"Strange and Beautiful"|"Power Metal"
"Transcendence"|"Power Metal"
"Astronomica"|"Power Metal"
"War of the Worlds"|"Power Metal"
"The Luster of Pandemonium"|"Technical Death Metal"
"Big Fat Box of Shit"|"Death Metal"
"Life of Dreams"|"Crossover"
"Stream Of Consciousness"|"Crossover"
"Speak Your Peace"|"Crossover"
"Money Talks"|"Crossover"
"Convicted"|"Crossover"
"DeEvolution"|"Rock"
"ReEvolution"|"Rock"
"Crossover (Millennium Edition)"|"Crossover"
"Full Speed Ahead"|"Crossover"
"Dealing With It"|"Crossover"
"The Dirty Rotten LP (Audio Version)"|"Crossover"
"Violent Pacification"|"Crossover"
"Recognize No Authority"|"Speed Metal"
"Do Not Spit - Passive Backseat Demon Engines"|"Crossover"
"Do Not Spit - Passive Backseat Demon Engines"|"Crossover"
"Token Remedies Research"|"Crossover"
"Purified In Pain"|"Crossover"
"Circle of Death"|"Deathcore"
"Feast of the Blood Monsters"|"Deathcore"
"Black Laden Crown"|"Rock influences"
"Thrall-Demonsweatlive"|"Rock influences"
"Danzig 4"|"Rock influences"
"Skeletons"|"Rock influences"
"Danzig III: How the Gods Kill"|"Rock influences"
"Surrender to All Life Beyond Form"|"Drone"
"Spirited Migration"|"Drone"
"The Oracle"|"Deathcore"
"In Tongues"|"Deathcore"
"Hidden Hands of a Sadist Nation (Re-Issue)"|"Metalcore"
"The Human Romance (Bonus Track Edition)"|"Metalcore"
"Deliver Us"|"Metalcore"
"Undoing Ruin"|"Metalcore"
"So Sedated, So Secure"|"Metalcore"
"Godless Prophets and the Migrant Flora"|"Metalcore"
"The Eternal Return"|"Metalcore"
"The Mark of the Judas (Remastered)"|"Metalcore"
"Death Squad"|"Thrash Metal"
"Altered Reflections"|"Progressive Metal"
"Fated to Burn"|"Progressive Metal"
"Tocar el Sol"|"Thrash Metal"
"El Legado"|"Thrash Metal"
"El Lado Oscuro"|"Thrash Metal"
"The Crypt Injections"|"EBM"
"Hollywood Made in Gehenna"|"EBM"
"In the Act's of Violence"|"EBM"
"Theophany"|"EBM"
"Farewell to the Flesh"|"EBM"
"Anathema"|"EBM"
"Genocide Chapters"|"EBM"
"No Reply"|"Death Metal"
"Lost To the Living"|"Death Metal"
"A Frail Becoming"|"Death Metal"
"Idle (Special Edition) - EP"|"Death Metal"
"Dismantling Devotion"|"Death Metal"
"Symptoms Of An Unwanted Emotion"|"Black Metal"
"Boil(Ing)"|"Thrash Metal"
"Peaceful Death and Pretty Flowers"|"Thrash Metal"
"Horsecore: An Unrelated Story That's Time Consuming"|"Thrash Metal"
"Villainy and Virtue"|"Melodic Death Metal"
"The Phoenix Throne"|"Melodic Death Metal"
"Everything I Touch Falls To Pieces"|"Melodic Death Metal"
"Are You Serious?"|"Melodic Death Metal"
"Deadwater Drowning - EP"|"Deathcore"
"Scream Bloody Gore"|"Progressive Metal"
"The Process of Human Extermination"|"Progressive Metal"
"Symbolic"|"Progressive Metal"
"Spiritual Healing (Reissue)"|"Progressive Metal"
"The Sound of Perseverance (Reissue)"|"Progressive Metal"
"Individual Thought Patterns"|"Progressive Metal"
"Leprosy (Reissue)"|"Progressive Metal"
"Friends Family Forever"|"Thrash Metal"
"Count Me In"|"Thrash Metal"
"Better Ways to Die"|"Thrash Metal"
"We Ain't Leavin' Till You're Bleedin'"|"Punk"
"Get Lost or Get Dead - EP"|"Punk"
"Last Dayz"|"Death Metal"
"Peace & Security"|"Death Metal"
"For God and Government"|"Death Metal"
"For a Black Tomorrow"|"Gothic Metal"
"Rage of the Bloodbeast"|"Thrash Metal"
"Continue to Kill"|"Thrash Metal"
"Kill Maim Burn"|"Thrash Metal"
"Torture Pit"|"Thrash Metal"
"Back in Blood"|"Thrash Metal"
"Kings of Carnage"|"Thrash Metal"
"Germany's Next Death Metal"|"Thrash Metal"
"Rockers and War"|"Thrash Metal"
"Blasterpiece Theatre"|"Black Metal"
"Completely Dehumanized"|"Black Metal"
"Holy Erotic Rapture"|"Grindcore"
"Portals to Canaan"|"Brutal Death Metal"
"Reduced to Ashes"|"Brutal Death Metal"
"Trading Pieces"|"Brutal Death Metal"
"Mark of the Legion"|"Brutal Death Metal"
"Crown of Souls"|"Brutal Death Metal"
"Inbreeding the Anthropophagi"|"Brutal Death Metal"
"Path of the Weakening"|"Brutal Death Metal"
"Of What's to Come"|"Brutal Death Metal"
"Nematocera"|"Thrash Metal"
"Pangaea"|"Thrash Metal"
"The Storm Before the Calm"|"Death Metal"
"We Will Destroy... You Will Obey! (Bonus Track Version)"|"Death Metal"
"One (Hellbound)"|"Death Metal"
"Two (Poverty)"|"Death Metal"
"Tortured Existence"|"Groove Metal"
"Time Bomb"|"Groove Metal"
"Epidemic of Violence"|"Groove Metal"
"Horror Holocaust"|"Thrash Metal"
"They Rise"|"Thrash Metal"
"Denial Machine"|"Metalcore"
"Transition"|"Power Metal"
"Breathe Deep the Dark"|"Power Metal"
"Devour the Power"|"Power Metal"
"Battle Sluts"|"Power Metal"
"Centuries"|"Metalcore"
"Staged In Awaiting"|"Metalcore"
"Beast (Special Edition)"|"Melodic Death Metal"
"Winter Kills"|"Melodic Death Metal"
"Pray for Villains (Bonus Track Version)"|"Melodic Death Metal"
"The Last Kind Words"|"Melodic Death Metal"
"Trust No One"|"Melodic Death Metal"
"The Fury of Our Maker's Hand"|"Melodic Death Metal"
"Rectal Torment"|"Grindcore"
"Force Fed Lies"|"Metalcore"
"There Will Be Blood"|"Metalcore"
"Out for Blood : Abuse - EP"|"Death Metal"
"Deprive"|"Deathcore"
"Black Earth Child"|"Deathcore"
"Sleeper (Instrumental)"|"Deathcore"
"Katapillar"|"Deathcore"
"Sentient"|"Deathcore"
"Welcome the End"|"Speed Metal"
"Into the Storm (Remastered)"|"Groove Metal"
"Redemption"|"Thrash Metal"
"Doomed to Inherit"|"Thrash Metal"
"Nostradamus"|"Thrash Metal"
"Method of Execution"|"Thrash Metal"
"Bleed the Fifth"|"Deathcore"
"Bringer of Plagues (Bonus Track Version)"|"Deathcore"
"The Plague XV - EP"|"Progressive Heavy Metal"
"Nocturnal Dawn"|"Progressive Heavy Metal"
"Eden In Ashes"|"Progressive Heavy Metal"
"Tradition"|"Death Metal"
"Toxic Wasteland 2007"|"Thrash Metal"
"Abomination - EP"|"Thrash Metal"
"Dysfunctional"|"Hard Rock"
"Tooth and Nail"|"Hard Rock"
"Shadowlife"|"Hard Rock"
"Lightning Strikes Again"|"Hard Rock"
"Erase the Slate"|"Hard Rock"
"Back In the Streets"|"Hard Rock"
"Up from the Ashes"|"Hard Rock"
"Under Lock and Key"|"Hard Rock"
"Dream Warriors"|"Hard Rock"
"Back for the Attack"|"Hard Rock"
"Long Way Home"|"Hard Rock"
"Breaking the Chains"|"Hard Rock"
"Hell to Pay"|"Hard Rock"
"Black Thunder"|"Heavy Metal"
"Grand Blood"|"Heavy Metal"
"Darkness Come Alive"|"Heavy Metal"
"The Cult of the Dragon - Authors of All Pain"|"Death Metal"
"Rapture"|"Thrash Metal"
"Journey Into Mystery"|"Death"
"Juggernaut"|"Thrash Metal"
"Head-on Collision"|"Thrash Metal"
"Vast, Loathsome"|"Sludge Metal"
"Purification Through Violence"|"Grindcore"
"Grotesque Impalement"|"Grindcore"
"Reign Supreme (Deluxe Version)"|"Grindcore"
"War of Attrition"|"Grindcore"
"Infatuation With Malevolence"|"Grindcore"
"Destroy the Opposition"|"Grindcore"
"Wrong One to F**k With"|"Grindcore"
"Descend Into Depravity"|"Grindcore"
"Killing On Adrenaline"|"Grindcore"
"Stop At Nothing"|"Grindcore"
"History Repeatsƒ?Ý"|"Grindcore"
"Primitive and Deadly"|"Doom Metal"
"Become the Sun"|"Stoner Metal"
"Egypt Egypt"|"Stoner Metal"
"The Gods Are Traitors"|"Doom Metal"
"Hold Your Breath"|"Deathcore"
"Embrace the Eternal"|"Deathcore"
"The Narrow Scope of Things"|"Deathcore"
"Songs for the Living"|"Deathcore"
"The Solarthrone"|"Industrial Black Metal"
"The Transhuman Condition"|"Depressive Rock"
"A Blueprint of the World"|"Rock"
"Break"|"Rock"
"Tug of War (Bonus Track Version)"|"Rock"
"The Great Divide"|"Rock"
"Wounded & Time Lost"|"Rock"
"Wounded & Time Lost"|"Rock"
"Juggling 9 Or Dropping 10"|"Rock"
"Blink of an Eye"|"Rock"
"O' Hell, Shine in Thy Whited Sepulchres"|"Death Metal"
"Ritual Ascension Beyond Flesh"|"Death Metal"
"Light It Up"|"Groove Metal"
"Adversary Omnipotent"|"Death Metal"
"Our Cursed Rapture"|"Death Metal"
"Eld"|"Death Metal"
"Monumension"|"Death Metal"
"Vikingligr Veldi"|"Death Metal"
"In Times"|"Death Metal"
"E"|"Death Metal"
"Hordanes Land"|"Death Metal"
"The Sleeping Gods / Thorn"|"Death Metal"
"The Sleeping Gods / Thorn"|"Death Metal"
"Below the Lights"|"Death Metal"
"Vertebrae"|"Death Metal"
"Isa"|"Death Metal"
"Ruun"|"Death Metal"
"Riitiir"|"Death Metal"
"Blodhemn"|"Death Metal"
"Frost"|"Death Metal"
"Axioma Ethica Odini"|"Death Metal"
"Sovereigns"|"Thrash Metal"
"Pentagrammaton"|"Thrash Metal"
"The Apocalypse Manifesto"|"Thrash Metal"
"Obsidium"|"Thrash Metal"
"XES Haereticum"|"Thrash Metal"
"Tetra Karcist"|"Thrash Metal"
"Armoured Bestial Hell"|"Thrash Metal"
"Prophecies of Pagan Fire"|"Thrash Metal"
"Towards the Skullthrone of Satan"|"Thrash Metal"
"A Consequence of Design"|"Melodic Death Metal"
"The Continuum Hypothesis"|"Black Metal"
"What Will Be Has Been"|"Black Metal"
"E.D. III"|"Thrash Metal"
"Eternal Decision"|"Thrash Metal"
"Ghost In the Machine"|"Thrash Metal"
"Shades of Night Descending"|"Death Metal"
"Embrace the Emptiness"|"Death Metal"
"Quietus"|"Death Metal"
"Antithesis of Light"|"Death Metal"
"A Caress of the Void"|"Death Metal"
"Atra Mors"|"Death Metal"
"Superion - EP"|"Brutal Death Metal"
"The Law"|"Groove Metal"
"Slaughter In the Vatican"|"Groove Metal"
"Beyond the Fall of Time"|"Death Metal"
"Ride Forth"|"Death Metal"
"In Hatred's Flame"|"Death Metal"
"Slave to the Sword"|"Death Metal"
"Eyehategod"|"Doom Metal"
"Take As Needed for Pain (Remastered Re-issue + Bonus Tracks)"|"Doom Metal"
"Prisons"|"Thrash Metal"
"Ashes to Embers"|"Thrash Metal"
"Album of the Year"|"Alternative"
"The Real Thing"|"Alternative"
"King for a Day, Fool for a Lifetime"|"Alternative"
"Sol Invictus"|"Alternative"
"Angel Dust"|"Alternative"
"We Care a Lot"|"Alternative"
"Introduce Yourself"|"Alternative"
"Live at the Brixton Academy"|"Alternative"
"Anhedonia"|"Death Metal"
"A Life Spent Dying"|"Death Metal"
"The Light That Dwells in Rotten Wood"|"Folk Metal"
"Hail Wind and Hewn Oak"|"Folk Metal"
"Vigilance Perennial"|"Folk Metal"
"Believe in No Coming Shore"|"Folk Metal"
"The Flesh Prevails"|"Technical Death Metal"
"The Harvest Wombs"|"Technical Death Metal"
"Dreamless"|"Technical Death Metal"
"Nomadic - Single"|"Technical Death Metal"
"Inside Out"|"Progressive Metal"
"Awaken the Guardian (Reissue)"|"Progressive Metal"
"Chasing Time"|"Progressive Metal"
"FWX"|"Progressive Metal"
"Theories of Flight"|"Progressive Metal"
"Darkness in a Different Light"|"Progressive Metal"
"Disconnected"|"Progressive Metal"
"No Exit (25th Anniversary Edition)"|"Progressive Metal"
"The Spectre Within (Remastered)"|"Progressive Metal"
"Perfect Symmetry"|"Progressive Metal"
"Parallels"|"Progressive Metal"
"A Pleasant Shade of Gray"|"Progressive Metal"
"Long Day Good Night"|"Progressive Metal"
"The Center - EP"|"Deathcore"
"Hatefiles"|"Death Metal"
"Concrete"|"Death Metal"
"Demanufacture"|"Death Metal"
"Digimortal"|"Death Metal"
"Genexus"|"Death Metal"
"Soul of a New Machine"|"Death Metal"
"Obsolete"|"Death Metal"
"Transgression (8-Bit Computer Game Version)"|"Death Metal"
"Remanufacture"|"Death Metal"
"Archetype"|"Death Metal"
"Ou Est la Rock?"|"Hard Rock"
"The Second Great Awakening"|"Hard Rock"
"Their Rock Is Not Our Rock"|"Hard Rock"
"Blood Puddle"|"Groove Metal"
"Endangered Species"|"Doom Metal"
"Through the Eyes"|"Doom Metal"
"Murder Without End"|"Grindcore"
"Penalty"|"Stoner Metal"
"Unnatural Selection"|"Thrash Metal"
"Cuatro"|"Thrash Metal"
"Never to Reveal"|"Thrash Metal"
"Ugly Noise"|"Thrash Metal"
"My God"|"Thrash Metal"
"High"|"Thrash Metal"
"Doomsday for the Deceiver"|"Thrash Metal"
"The Cold"|"Thrash Metal"
"No Place for Disgrace"|"Thrash Metal"
"Dreams of Death"|"Thrash Metal"
"Wake"|"Metalcore"
"Immortal"|"Metalcore"
"Prevailer - EP"|"Metalcore"
"Breaker"|"Metalcore"
"Portraits"|"Metalcore"
"Fight the Silence"|"Metalcore"
"Ekklesia"|"Metalcore"
"Mortis Dei"|"Death Metal"
"Forward the Spears"|"Death Metal"
"Rise and Conquer"|"Death Metal"
"The End"|"Metalcore"
"Restless In the Tides"|"Metalcore"
"Chapters from a Vale Forlorn"|"Speed Metal"
"The Crystal Palace"|"Speed Metal"
"Intifada - EP"|"Doom"
"Man's Last Portrait"|"Doom"
"Unweaving The Rainbow"|"Metal"
"Into the Light"|"Groove Metal"
"Pulso en Eclipse"|"Groove Metal"
"As the Last Light Drains"|"Hardcore"
"Lift the Curse"|"Hardcore"
"Midnight Murder Mania"|"Thrash Metal"
"Bringing Back the Bloodshed"|"Thrash Metal"
"Born to Pieces"|"Black Metal"
"Tophet"|"Black Metal"
"Oracle Moon"|"Melodic Death Metal"
"Red White and Blood"|"Crossover"
"We're All Gonna Die"|"Crossover"
"Relentless (feat. Geoff Tate)"|"Soft Rock"
"Kings & Thieves"|"Soft Rock"
"Funeral"|"Post-Black Metal"
"Metridium Fields"|"Post-Metal"
"Monster in the Creek"|"Post-Metal"
"Cenotes - EP"|"Post-Metal"
"The Ichthyologist (Reissue)"|"Post-Metal"
"Minoans"|"Post-Metal"
"Quasi-Hallucinogenic Sonic Landscapes"|"Technical Death Metal"
"Multi-Dimensional Fractal-Sorcery and Super Science"|"Technical Death Metal"
"Undulating Waves of Rainbiotic Iridescence"|"Technical Death Metal"
"We Are Gathered Here Today..."|"Deathcore"
"Desperate Man's Diary"|"Deathcore"
"Engineering the Rule"|"Thrash Metal"
"Flower Of Disease"|"Doom Metal"
"Black Age Blues"|"Doom Metal"
"Blood for the Master"|"Death"
"Eclipse of Ages into Black"|"Death"
"A Haunting Curse"|"Death"
"Funeral Dirge for the Rotting Sun"|"Death"
"Constricting Rage of the Merciless"|"Death"
"Carving Out the Eyes of God"|"Death"
"Vengeful Ascension"|"Death"
"Orgasm Induced Diarrhea"|"Brutal Death Metal"
"Rice on Suede"|"Brutal Death Metal"
"Up from the Ashes"|"Power Metal"
"Reflections from the Other Side"|"Power Metal"
"The Curse That Is"|"Doom Metal"
"This Grand Show (2020 Remaster)"|"Rock"
"Two Way Mirror"|"Progressive Metal"
"The Fate of Angels"|"Progressive Metal"
"The Many Sides of Truth"|"Progressive Metal"
"Introspective"|"Progressive Metal"
"Tomorrow's in Doubt"|"Progressive Metal"
"Nostalgia"|"Black Metal"
"Amaranthine - EP"|"Black Metal"
"Fabric of Intention"|"Progressive"
"Tales of Terror"|"Speed Metal"
"Evil Never Dies"|"Speed Metal"
"Monument"|"Speed Metal"
"Death and Insanity"|"Speed Metal"
"Vinlander"|"Viking Metal"
"Under the Mighty Oath"|"Viking Metal"
"Fed to the Wolves"|"Viking Metal"
"Creator"|"Post-Metal"
"Everlasting"|"Post-Metal"
"Give Me Rest"|"Post-Metal"
"Born to Be Heiled"|"Neue Deutsche H„rte"
"Black Forest Metal"|"Neue Deutsche H„rte"
"Scheissmessiah"|"Neue Deutsche H„rte"
"Betrayer"|"Grindcore"
"This is the Second Death"|"Grindcore"
"No Gods No Master"|"Groove Metal"
"Rust"|"Groove Metal"
"Reality Approaches"|"Groove Metal"
"Isolation"|"Groove Metal"
"Blinded - EP"|"Groove Metal"
"The Last Ordeal"|"Death Metal"
"Dominion Reptilian"|"Death Metal"
"Armageddon Mon Amour"|"Death Metal"
"Proclamation Armageddon"|"Thrash Influences"
"Triad"|"Power"
"One Small Voice"|"Power"
"Beyond the Boundaries of Sin"|"Progressive"
"Strap It On"|"Groove Metal"
"Betty"|"Groove Metal"
"Size Matters"|"Groove Metal"
"Meantime"|"Groove Metal"
"Seeing Eye Dog"|"Groove Metal"
"Aftertaste"|"Groove Metal"
"Monochrome"|"Groove Metal"
"Woven"|"Thrash Metal"
"A Distant Thunder"|"Speed Metal"
"Remnants of War"|"Speed Metal"
"The King of Hell"|"Speed Metal"
"Vampiro"|"Speed Metal"
"This Wicked Nest"|"Speed Metal"
"Nosferatu"|"Speed Metal"
"Glory of Chaos"|"Speed Metal"
"Multiples of Black"|"Speed Metal"
"Burning Star"|"Speed Metal"
"Misanthropic Slaughter"|"Death Metal"
"De Vermis Mysteriis"|"Doom Metal"
"Death Is This Communion"|"Doom Metal"
"Surrounded By Thieves"|"Doom Metal"
"Luminiferous"|"Doom Metal"
"Snakes for the Divine (Bonus Track Edition)"|"Doom Metal"
"Blessed Black Wings"|"Doom Metal"
"The Art of Self Defense"|"Doom Metal"
"Hail Horror"|"Melodic Death Metal"
"Ground Breaking Ceremony"|"Melodic Death Metal"
"Courting Tragedy & Disaster"|"Melodic Death Metal"
"Summon in Thunder"|"Melodic Death Metal"
"El Diablo Negro"|"Speed Metal"
"Assassins of War - Single"|"Speed Metal"
"Not Dead Yet"|"Speed Metal"
"Hate, Fear, and Power"|"Speed Metal"
"Barrage of Noise - Single"|"Speed Metal"
"The New Age of Terror"|"Speed Metal"
"El Rostro de la Muerte (The Face of Death)"|"Speed Metal"
"Immortal Legacy"|"Speed Metal"
"Raging Violence"|"Speed Metal"
"Hypnosis of Birds"|"Death Metal"
"The Nightcomers"|"Death Metal"
"The Courage to Be"|"Death Metal"
"The Sound of Souls"|"Death Metal"
"Primal Future: 2019"|"Death Metal"
"Covenant"|"Death Metal"
"Improper Burial - Single"|"Power Metal"
"Ride the Void"|"Power Metal"
"Crisis in Utopia"|"Power Metal"
"Aletheia"|"Melodic Death Metal"
"Dissimulation"|"Melodic Death Metal"
"Legacy"|"Melodic Death Metal"
"Our Design"|"Thrash Metal"
"The Ritualist"|"Heavy Metal"
"333"|"Heavy Metal"
"Signals From the Void EP"|"Post-Hardcore"
"Monuments, Monoliths"|"Post-Hardcore"
"Matter of the Blood"|"Progressive Death Metal"
"Fear In a Handful of Dust"|"Metalcore"
"Embrace the Fall"|"Metalcore"
"Virus"|"Thrash Metal"
"Inferior Devoties - EP"|"Thrash Metal"
"Into the Abyss"|"Thrash Metal"
"Catch 22 - V2.0.08 (Remixed & Remastered)"|"Thrash Metal"
"Hypocrisy Is the Greatest Luxury"|"Thrash Metal"
"The Arrival"|"Thrash Metal"
"Penetralia / Osculum Obscenum (Remastered)"|"Thrash Metal"
"Penetralia / Osculum Obscenum (Remastered)"|"Thrash Metal"
"The Fourth Dimension / Maximum Abduction"|"Thrash Metal"
"The Fourth Dimension / Maximum Abduction"|"Thrash Metal"
"Abducted"|"Thrash Metal"
"Hypocrisy Destroys Wacken"|"Thrash Metal"
"A Taste of Extreme Divinity"|"Thrash Metal"
"End of Disclosure"|"Thrash Metal"
"The Final Chapter"|"Thrash Metal"
"Despondent Death"|"Thrash Metal"
"Poison"|"Symphonic Black Metal"
"Wanderings"|"Symphonic Black Metal"
"Requiem"|"Symphonic Black Metal"
"Ice Dragons"|"Doom Metal"
"Dream Dragon"|"Doom Metal"
"Incorruptible"|"Thrash Metal"
"The Crucible of Man: Something Wicked, Pt. 2"|"Thrash Metal"
"Burnt Offerings"|"Thrash Metal"
"Horror Show"|"Thrash Metal"
"Enter the Realm"|"Thrash Metal"
"Days of Purgatory (Expanded Version)"|"Thrash Metal"
"The Dark Saga"|"Thrash Metal"
"Night of the Stormrider"|"Thrash Metal"
"Dystopia"|"Thrash Metal"
"Plagues of Babylon"|"Thrash Metal"
"The Glorious Burden"|"Thrash Metal"
"Something Wicked This Way Comes"|"Thrash Metal"
"Framing Armageddon: Something Wicked, Pt. 1"|"Thrash Metal"
"Rebuilding the Ruins"|"Heavy Metal"
"Sunlight of the Spirit"|"Heavy Metal"
"Soulrise"|"Heavy Metal"
"Portrait of a Hanged Man"|"Thrash Metal"
"My Bloodied Wings"|"Thrash Metal"
"And So It Burns (with 3 Bonus Tracks for US Version)"|"Thrash Metal"
"Crunch + Screaming Symphony"|"Shred"
"Crunch + Screaming Symphony"|"Shred"
"The Nature of the Beast"|"Shred"
"Venom"|"Shred"
"Ultimo Mondo Cannibale"|"Grindcore"
"Horror of the Zombies"|"Grindcore"
"A Fair Dream Gone Mad"|"Progressive Metal"
"Calling from a Dream"|"Technical Death Metal"
"Underneath a Melting Sky"|"Technical Death Metal"
"Liberation Through Hearing"|"Technical Death Metal"
"A Never-Ending Cycle of Atonement"|"Technical Death Metal"
"Oracle of Armageddon"|"Black"
"A Symphony of Suffering"|"Black"
"Genesis to Nemesis"|"Black"
"From the Mist of Dark Waters"|"Metalcore"
"Agony - Gift of Life"|"Hard Rock"
"Extirpating Omniscient Certitude"|"Technical Death Metal"
"Suicide Black Snake"|"Metalcore"
"The Blackest Curse"|"Metalcore"
"Humanity is the Devil (20th Anniversary Remix)"|"Metalcore"
"In Contrast of Sin"|"Metalcore"
"Those Who Fear Tomorrow (25th Anniversary Remix)"|"Metalcore"
"To Die For"|"Metalcore"
"Systems Overload (a2/Orr Mix)"|"Metalcore"
"Howling, for the Nightmare Shall Consume"|"Metalcore"
"Paradise Gallows"|"Southern"
"Destroyer - EP"|"Southern"
"Sky Burial"|"Southern"
"Sulphur English"|"Southern"
"Sundown"|"Southern"
"The Cavern"|"Southern"
"Fluid Existential Inversions"|"Post-Metal"
"Void"|"Post-Metal"
"Prehistoricisms"|"Post-Metal"
"Null - EP"|"Post-Metal"
"The Direction of Last Things"|"Post-Metal"
"Valley of Smoke"|"Post-Metal"
"Habitual Levitations (Instilling Words with Tones)"|"Post-Metal"
"Worse Than Dead"|"Hardcore Punk"
"The Tyranny of Will"|"Hardcore Punk"
"Crossover Ministry"|"Hardcore Punk"
"The Wretched Sun"|"Progressive Metal"
"Visions of Light"|"Progressive Metal"
"Bringers of the Dawn"|"Deathcore"
"The Age of Mastery"|"Power Metal"
"Mechanized Warfare"|"Power Metal"
"The Fourth Judgement (Remastered)"|"Power Metal"
"Thane to the Throne"|"Power Metal"
"Ample Destruction"|"Power Metal"
"Chain of Command"|"Power Metal"
"Tyrants"|"Power Metal"
"Casting the Stones"|"Power Metal"
"The Deviant Chord"|"Power Metal"
"Feeding the Machine"|"Fusion"
"Sick City"|"Black Metal"
"Show's Over"|"Black Metal"
"Circles"|"Doom Metal"
"Jex Thoth"|"Doom Metal"
"Witness - Single"|"Doom Metal"
"Blood Moon Rise"|"Doom Metal"
"Totem - EP"|"Doom Metal"
